Date,Close,Date,High,Date,Low,Date,Open
06/03/2019 16:00:00,49.98,06/03/2019 16:00:00,52.23,06/03/2019 16:00:00,49.81,06/03/2019 16:00:00,51.51
07/03/2019 16:00:00,48.47,07/03/2019 16:00:00,50.08,07/03/2019 16:00:00,48.2,07/03/2019 16:00:00,49.82
08/03/2019 16:00:00,46.86,08/03/2019 16:00:00,47.75,08/03/2019 16:00:00,46.28,08/03/2019 16:00:00,47.75
11/03/2019 16:00:00,47.97,11/03/2019 16:00:00,48.15,11/03/2019 16:00:00,46.5,11/03/2019 16:00:00,46.86
12/03/2019 16:00:00,48.33,12/03/2019 16:00:00,48.52,12/03/2019 16:00:00,47.12,12/03/2019 16:00:00,47.96
13/03/2019 16:00:00,47.63,13/03/2019 16:00:00,48.9,13/03/2019 16:00:00,47.54,13/03/2019 16:00:00,48.5
14/03/2019 16:00:00,47.05,14/03/2019 16:00:00,48.03,14/03/2019 16:00:00,47.01,14/03/2019 16:00:00,47.69
15/03/2019 16:00:00,47.96,15/03/2019 16:00:00,47.99,15/03/2019 16:00:00,46.85,15/03/2019 16:00:00,47.05
18/03/2019 16:00:00,50.02,18/03/2019 16:00:00,50.06,18/03/2019 16:00:00,48.09,18/03/2019 16:00:00,48.12
19/03/2019 16:00:00,52.04,19/03/2019 16:00:00,53.24,19/03/2019 16:00:00,51.08,19/03/2019 16:00:00,51.3
20/03/2019 16:00:00,52.65,20/03/2019 16:00:00,53.06,20/03/2019 16:00:00,50.86,20/03/2019 16:00:00,52.26
21/03/2019 16:00:00,54.54,21/03/2019 16:00:00,54.55,21/03/2019 16:00:00,52.28,21/03/2019 16:00:00,52.28
22/03/2019 16:00:00,52.05,22/03/2019 16:00:00,55.08,22/03/2019 16:00:00,52,22/03/2019 16:00:00,54.11
25/03/2019 16:00:00,52.89,25/03/2019 16:00:00,53.35,25/03/2019 16:00:00,51.44,25/03/2019 16:00:00,52
26/03/2019 16:00:00,53.36,26/03/2019 16:00:00,53.61,26/03/2019 16:00:00,52.51,26/03/2019 16:00:00,53.47
27/03/2019 16:00:00,52.52,27/03/2019 16:00:00,54.21,27/03/2019 16:00:00,51.75,27/03/2019 16:00:00,53.34
28/03/2019 16:00:00,53.85,28/03/2019 16:00:00,53.98,28/03/2019 16:00:00,52.6,28/03/2019 16:00:00,52.7
29/03/2019 16:00:00,54.41,29/03/2019 16:00:00,55.07,29/03/2019 16:00:00,53.93,29/03/2019 16:00:00,54.37
01/04/2019 16:00:00,55.26,01/04/2019 16:00:00,55.75,01/04/2019 16:00:00,54.35,01/04/2019 16:00:00,54.99
02/04/2019 16:00:00,54.38,02/04/2019 16:00:00,55.59,02/04/2019 16:00:00,54.32,02/04/2019 16:00:00,55.44
03/04/2019 16:00:00,55.38,03/04/2019 16:00:00,55.72,03/04/2019 16:00:00,54.44,03/04/2019 16:00:00,54.68
04/04/2019 16:00:00,55.12,04/04/2019 16:00:00,56.27,04/04/2019 16:00:00,54.75,04/04/2019 16:00:00,55.42
05/04/2019 16:00:00,57.73,05/04/2019 16:00:00,57.85,05/04/2019 16:00:00,55.87,05/04/2019 16:00:00,56.61
08/04/2019 16:00:00,60.32,08/04/2019 16:00:00,60.66,08/04/2019 16:00:00,58.32,08/04/2019 16:00:00,59.56
09/04/2019 16:00:00,58.66,09/04/2019 16:00:00,60.36,09/04/2019 16:00:00,58.45,09/04/2019 16:00:00,59.83
10/04/2019 16:00:00,60.12,10/04/2019 16:00:00,60.37,10/04/2019 16:00:00,58.27,10/04/2019 16:00:00,58.75
11/04/2019 16:00:00,60.92,11/04/2019 16:00:00,61.04,11/04/2019 16:00:00,60.05,11/04/2019 16:00:00,60.09
12/04/2019 16:00:00,61.87,12/04/2019 16:00:00,62,12/04/2019 16:00:00,61.05,12/04/2019 16:00:00,61.74
15/04/2019 16:00:00,60.75,15/04/2019 16:00:00,62.17,15/04/2019 16:00:00,60.5,15/04/2019 16:00:00,61.84
16/04/2019 16:00:00,61.55,16/04/2019 16:00:00,61.61,16/04/2019 16:00:00,60.92,16/04/2019 16:00:00,61.21
17/04/2019 16:00:00,61.5,17/04/2019 16:00:00,62.24,17/04/2019 16:00:00,60.26,17/04/2019 16:00:00,61.86
18/04/2019 16:00:00,59.82,18/04/2019 16:00:00,61.46,18/04/2019 16:00:00,59.17,18/04/2019 16:00:00,61.46
22/04/2019 16:00:00,60.74,22/04/2019 16:00:00,61.02,22/04/2019 16:00:00,59.59,22/04/2019 16:00:00,59.82
23/04/2019 16:00:00,62.87,23/04/2019 16:00:00,63.18,23/04/2019 16:00:00,60.99,23/04/2019 16:00:00,61.07
24/04/2019 16:00:00,62.58,24/04/2019 16:00:00,64,24/04/2019 16:00:00,62.34,24/04/2019 16:00:00,62.9
25/04/2019 16:00:00,62.94,25/04/2019 16:00:00,63.16,25/04/2019 16:00:00,61.8,25/04/2019 16:00:00,62.58
26/04/2019 16:00:00,62.86,26/04/2019 16:00:00,63.21,26/04/2019 16:00:00,62.21,26/04/2019 16:00:00,62.68
29/04/2019 16:00:00,63.37,29/04/2019 16:00:00,64,29/04/2019 16:00:00,62.28,29/04/2019 16:00:00,63.02
30/04/2019 16:00:00,63.5,30/04/2019 16:00:00,64.02,30/04/2019 16:00:00,62.93,30/04/2019 16:00:00,63.25
01/05/2019 16:00:00,63.79,01/05/2019 16:00:00,64.27,01/05/2019 16:00:00,63.23,01/05/2019 16:00:00,63.83
02/05/2019 16:00:00,64.26,02/05/2019 16:00:00,64.45,02/05/2019 16:00:00,63.56,02/05/2019 16:00:00,63.8
03/05/2019 16:00:00,65.3,03/05/2019 16:00:00,66.11,03/05/2019 16:00:00,64.42,03/05/2019 16:00:00,64.7
06/05/2019 16:00:00,65.84,06/05/2019 16:00:00,66.1,06/05/2019 16:00:00,63.38,06/05/2019 16:00:00,63.79
07/05/2019 16:00:00,64.64,07/05/2019 16:00:00,65.83,07/05/2019 16:00:00,63.87,07/05/2019 16:00:00,64.81
08/05/2019 16:00:00,67,08/05/2019 16:00:00,67.87,08/05/2019 16:00:00,64.75,08/05/2019 16:00:00,64.96
09/05/2019 16:00:00,66.73,09/05/2019 16:00:00,67.3,09/05/2019 16:00:00,65.02,09/05/2019 16:00:00,66.49
10/05/2019 16:00:00,63.73,10/05/2019 16:00:00,68.8,10/05/2019 16:00:00,61.71,10/05/2019 16:00:00,67
13/05/2019 16:00:00,64.76,13/05/2019 16:00:00,65.04,13/05/2019 16:00:00,62,13/05/2019 16:00:00,62.22
14/05/2019 16:00:00,66.33,14/05/2019 16:00:00,66.73,14/05/2019 16:00:00,64.8,14/05/2019 16:00:00,64.82
15/05/2019 16:00:00,65.41,15/05/2019 16:00:00,65.94,15/05/2019 16:00:00,64.5,15/05/2019 16:00:00,65.38
16/05/2019 16:00:00,68.18,16/05/2019 16:00:00,68.49,16/05/2019 16:00:00,65.46,16/05/2019 16:00:00,65.51
17/05/2019 16:00:00,68,17/05/2019 16:00:00,68.79,17/05/2019 16:00:00,67.35,17/05/2019 16:00:00,67.71
20/05/2019 16:00:00,65.43,20/05/2019 16:00:00,67.82,20/05/2019 16:00:00,65.07,20/05/2019 16:00:00,67.21
21/05/2019 16:00:00,67.84,21/05/2019 16:00:00,67.93,21/05/2019 16:00:00,65.24,21/05/2019 16:00:00,66.01
22/05/2019 16:00:00,68.3,22/05/2019 16:00:00,68.32,22/05/2019 16:00:00,67,22/05/2019 16:00:00,67.43
23/05/2019 16:00:00,67.03,23/05/2019 16:00:00,67.81,23/05/2019 16:00:00,66.27,23/05/2019 16:00:00,67.18
24/05/2019 16:00:00,67.14,24/05/2019 16:00:00,67.48,24/05/2019 16:00:00,66.29,24/05/2019 16:00:00,67.09
28/05/2019 16:00:00,68.51,28/05/2019 16:00:00,69.4,28/05/2019 16:00:00,67.45,28/05/2019 16:00:00,67.46
29/05/2019 16:00:00,68.02,29/05/2019 16:00:00,68.86,29/05/2019 16:00:00,67.55,29/05/2019 16:00:00,67.7
30/05/2019 16:00:00,68.05,30/05/2019 16:00:00,68.57,30/05/2019 16:00:00,67.86,30/05/2019 16:00:00,68.33
31/05/2019 16:00:00,66.78,31/05/2019 16:00:00,69.03,31/05/2019 16:00:00,66.46,31/05/2019 16:00:00,66.93
03/06/2019 16:00:00,67.46,03/06/2019 16:00:00,67.54,03/06/2019 16:00:00,64.7,03/06/2019 16:00:00,66.65
04/06/2019 16:00:00,67.63,04/06/2019 16:00:00,68.39,04/06/2019 16:00:00,67.06,04/06/2019 16:00:00,67.99
05/06/2019 16:00:00,68,05/06/2019 16:00:00,68.97,05/06/2019 16:00:00,67.44,05/06/2019 16:00:00,67.98
06/06/2019 16:00:00,67.97,06/06/2019 16:00:00,68.37,06/06/2019 16:00:00,67.16,06/06/2019 16:00:00,67.91
07/06/2019 16:00:00,69.18,07/06/2019 16:00:00,69.55,07/06/2019 16:00:00,68,07/06/2019 16:00:00,68.45
10/06/2019 16:00:00,71.91,10/06/2019 16:00:00,72.29,10/06/2019 16:00:00,69.5,10/06/2019 16:00:00,69.76
11/06/2019 16:00:00,70.43,11/06/2019 16:00:00,72.35,11/06/2019 16:00:00,69.14,11/06/2019 16:00:00,72
12/06/2019 16:00:00,70.35,12/06/2019 16:00:00,70.49,12/06/2019 16:00:00,69.24,12/06/2019 16:00:00,70.24
13/06/2019 16:00:00,71.11,13/06/2019 16:00:00,71.13,13/06/2019 16:00:00,70.36,13/06/2019 16:00:00,70.64
14/06/2019 16:00:00,70.67,14/06/2019 16:00:00,71.48,14/06/2019 16:00:00,70.61,14/06/2019 16:00:00,70.66
17/06/2019 16:00:00,68.17,17/06/2019 16:00:00,71.03,17/06/2019 16:00:00,66.61,17/06/2019 16:00:00,70.83
18/06/2019 16:00:00,66.04,18/06/2019 16:00:00,71.22,18/06/2019 16:00:00,65.51,18/06/2019 16:00:00,69.58
19/06/2019 16:00:00,69.9,19/06/2019 16:00:00,69.92,19/06/2019 16:00:00,64.15,19/06/2019 16:00:00,64.5
20/06/2019 16:00:00,73.21,20/06/2019 16:00:00,73.26,20/06/2019 16:00:00,70.15,20/06/2019 16:00:00,70.21
21/06/2019 16:00:00,73.3,21/06/2019 16:00:00,73.48,21/06/2019 16:00:00,70.35,21/06/2019 16:00:00,72.48
24/06/2019 16:00:00,73.21,24/06/2019 16:00:00,74.93,24/06/2019 16:00:00,72.8,24/06/2019 16:00:00,73.35
25/06/2019 16:00:00,68.83,25/06/2019 16:00:00,71.5,25/06/2019 16:00:00,68.14,25/06/2019 16:00:00,71
26/06/2019 16:00:00,66.87,26/06/2019 16:00:00,69.85,26/06/2019 16:00:00,66.65,26/06/2019 16:00:00,69.2
27/06/2019 16:00:00,66.89,27/06/2019 16:00:00,67.42,27/06/2019 16:00:00,66.22,27/06/2019 16:00:00,67
28/06/2019 16:00:00,64.21,28/06/2019 16:00:00,66.79,28/06/2019 16:00:00,64.08,28/06/2019 16:00:00,66.7
01/07/2019 16:00:00,64.55,01/07/2019 16:00:00,65.9,01/07/2019 16:00:00,63.4,01/07/2019 16:00:00,65.22
02/07/2019 16:00:00,63.8,02/07/2019 16:00:00,64.75,02/07/2019 16:00:00,63.02,02/07/2019 16:00:00,64.75
03/07/2019 13:00:00,64.32,03/07/2019 13:00:00,64.47,03/07/2019 13:00:00,63.92,03/07/2019 13:00:00,64.05
05/07/2019 16:00:00,64.06,05/07/2019 16:00:00,64.48,05/07/2019 16:00:00,63.18,05/07/2019 16:00:00,63.9
08/07/2019 16:00:00,62.31,08/07/2019 16:00:00,63.94,08/07/2019 16:00:00,62.05,08/07/2019 16:00:00,63.81
09/07/2019 16:00:00,62.96,09/07/2019 16:00:00,63.11,09/07/2019 16:00:00,61.7,09/07/2019 16:00:00,62.1
10/07/2019 16:00:00,63.3,10/07/2019 16:00:00,64.16,10/07/2019 16:00:00,63.22,10/07/2019 16:00:00,63.32
11/07/2019 16:00:00,62.92,11/07/2019 16:00:00,64.1,11/07/2019 16:00:00,62.73,11/07/2019 16:00:00,63.46
12/07/2019 16:00:00,64.5,12/07/2019 16:00:00,64.73,12/07/2019 16:00:00,61.88,12/07/2019 16:00:00,62.9
15/07/2019 16:00:00,63.78,15/07/2019 16:00:00,65.37,15/07/2019 16:00:00,63.67,15/07/2019 16:00:00,64.65
16/07/2019 16:00:00,63.9,16/07/2019 16:00:00,64.08,16/07/2019 16:00:00,62.83,16/07/2019 16:00:00,63.79
17/07/2019 16:00:00,64.82,17/07/2019 16:00:00,65.44,17/07/2019 16:00:00,63.81,17/07/2019 16:00:00,64.22
18/07/2019 16:00:00,65.76,18/07/2019 16:00:00,65.83,18/07/2019 16:00:00,64.52,18/07/2019 16:00:00,64.71
19/07/2019 16:00:00,65.92,19/07/2019 16:00:00,66.77,19/07/2019 16:00:00,65.69,19/07/2019 16:00:00,65.83
22/07/2019 16:00:00,65.41,22/07/2019 16:00:00,66.44,22/07/2019 16:00:00,65.1,22/07/2019 16:00:00,65.8
23/07/2019 16:00:00,66.18,23/07/2019 16:00:00,66.52,23/07/2019 16:00:00,65.2,23/07/2019 16:00:00,65.95
24/07/2019 16:00:00,68.75,24/07/2019 16:00:00,69.42,24/07/2019 16:00:00,65.9,24/07/2019 16:00:00,66
25/07/2019 16:00:00,68.3,25/07/2019 16:00:00,69.46,25/07/2019 16:00:00,68.05,25/07/2019 16:00:00,69.04
26/07/2019 16:00:00,69.5,26/07/2019 16:00:00,70.55,26/07/2019 16:00:00,68.48,26/07/2019 16:00:00,68.48
29/07/2019 16:00:00,68.48,29/07/2019 16:00:00,70.08,29/07/2019 16:00:00,68.09,29/07/2019 16:00:00,69.68
30/07/2019 16:00:00,69.64,30/07/2019 16:00:00,69.66,30/07/2019 16:00:00,67.51,30/07/2019 16:00:00,68
31/07/2019 16:00:00,70.22,31/07/2019 16:00:00,71.69,31/07/2019 16:00:00,69.52,31/07/2019 16:00:00,69.76
01/08/2019 16:00:00,68.44,01/08/2019 16:00:00,70.96,01/08/2019 16:00:00,68.38,01/08/2019 16:00:00,70.12
02/08/2019 16:00:00,69.08,02/08/2019 16:00:00,69.24,02/08/2019 16:00:00,67.5,02/08/2019 16:00:00,68.09
05/08/2019 16:00:00,65.91,05/08/2019 16:00:00,67.58,05/08/2019 16:00:00,64.26,05/08/2019 16:00:00,67.58
06/08/2019 16:00:00,65.36,06/08/2019 16:00:00,67.49,06/08/2019 16:00:00,65.23,06/08/2019 16:00:00,66.16
07/08/2019 16:00:00,65.54,07/08/2019 16:00:00,65.94,07/08/2019 16:00:00,64.1,07/08/2019 16:00:00,64.52
08/08/2019 16:00:00,68.41,08/08/2019 16:00:00,69.14,08/08/2019 16:00:00,66.25,08/08/2019 16:00:00,66.25
09/08/2019 16:00:00,58.09,09/08/2019 16:00:00,61.98,09/08/2019 16:00:00,56.11,09/08/2019 16:00:00,60
12/08/2019 16:00:00,57.5,12/08/2019 16:00:00,60.27,12/08/2019 16:00:00,56.88,12/08/2019 16:00:00,58.59
13/08/2019 16:00:00,58.78,13/08/2019 16:00:00,60.62,13/08/2019 16:00:00,57.21,13/08/2019 16:00:00,57.57
14/08/2019 16:00:00,57.86,14/08/2019 16:00:00,58.86,14/08/2019 16:00:00,57.05,14/08/2019 16:00:00,58.68
15/08/2019 16:00:00,57.36,15/08/2019 16:00:00,58.76,15/08/2019 16:00:00,56.95,15/08/2019 16:00:00,57.85
16/08/2019 16:00:00,59.22,16/08/2019 16:00:00,59.39,16/08/2019 16:00:00,56.92,16/08/2019 16:00:00,57.79
19/08/2019 16:00:00,60.11,19/08/2019 16:00:00,60.91,19/08/2019 16:00:00,59.59,19/08/2019 16:00:00,60.4
20/08/2019 16:00:00,60.75,20/08/2019 16:00:00,60.97,20/08/2019 16:00:00,59.35,20/08/2019 16:00:00,60.27
21/08/2019 16:00:00,60.34,21/08/2019 16:00:00,61.35,21/08/2019 16:00:00,60.23,21/08/2019 16:00:00,61.35
22/08/2019 16:00:00,62.37,22/08/2019 16:00:00,62.63,22/08/2019 16:00:00,60.35,22/08/2019 16:00:00,60.53
23/08/2019 16:00:00,59.37,23/08/2019 16:00:00,62.69,23/08/2019 16:00:00,59.14,23/08/2019 16:00:00,62.15
26/08/2019 16:00:00,60.96,26/08/2019 16:00:00,61.02,26/08/2019 16:00:00,59.05,26/08/2019 16:00:00,60.09
27/08/2019 16:00:00,60.98,27/08/2019 16:00:00,62.35,27/08/2019 16:00:00,60.4,27/08/2019 16:00:00,61.45
28/08/2019 16:00:00,59.94,28/08/2019 16:00:00,61.91,28/08/2019 16:00:00,59.21,28/08/2019 16:00:00,60.71
29/08/2019 16:00:00,61.33,29/08/2019 16:00:00,62.06,29/08/2019 16:00:00,60.94,29/08/2019 16:00:00,61.15
30/08/2019 16:00:00,59.97,30/08/2019 16:00:00,61.75,30/08/2019 16:00:00,59.72,30/08/2019 16:00:00,61.56
03/09/2019 16:00:00,58.99,03/09/2019 16:00:00,59.53,03/09/2019 16:00:00,57.9,03/09/2019 16:00:00,59.53
04/09/2019 16:00:00,59.97,04/09/2019 16:00:00,60.24,04/09/2019 16:00:00,59.13,04/09/2019 16:00:00,59.71
05/09/2019 16:00:00,61.19,05/09/2019 16:00:00,61.93,05/09/2019 16:00:00,60.13,05/09/2019 16:00:00,60.87
06/09/2019 16:00:00,61.99,06/09/2019 16:00:00,62.49,06/09/2019 16:00:00,60.64,06/09/2019 16:00:00,61.16
09/09/2019 16:00:00,59.55,09/09/2019 16:00:00,62.44,09/09/2019 16:00:00,59.23,09/09/2019 16:00:00,62.44
10/09/2019 16:00:00,60.57,10/09/2019 16:00:00,60.6,10/09/2019 16:00:00,58.11,10/09/2019 16:00:00,59.29
11/09/2019 16:00:00,62.94,11/09/2019 16:00:00,62.99,11/09/2019 16:00:00,60.32,11/09/2019 16:00:00,60.78
12/09/2019 16:00:00,64.37,12/09/2019 16:00:00,64.72,12/09/2019 16:00:00,62.01,12/09/2019 16:00:00,63
13/09/2019 16:00:00,65.11,13/09/2019 16:00:00,65.66,13/09/2019 16:00:00,63.96,13/09/2019 16:00:00,64.5
16/09/2019 16:00:00,66.19,16/09/2019 16:00:00,66.8,16/09/2019 16:00:00,64.4,16/09/2019 16:00:00,64.84
17/09/2019 16:00:00,66.15,17/09/2019 16:00:00,66.48,17/09/2019 16:00:00,65.18,17/09/2019 16:00:00,66.42
18/09/2019 16:00:00,65.44,18/09/2019 16:00:00,66.48,18/09/2019 16:00:00,64.93,18/09/2019 16:00:00,66.15
19/09/2019 16:00:00,63.14,19/09/2019 16:00:00,65.41,19/09/2019 16:00:00,62.25,19/09/2019 16:00:00,65
20/09/2019 16:00:00,63.54,20/09/2019 16:00:00,64.14,20/09/2019 16:00:00,62.16,20/09/2019 16:00:00,63.09
23/09/2019 16:00:00,62.5,23/09/2019 16:00:00,64.38,23/09/2019 16:00:00,62.34,23/09/2019 16:00:00,63.21
24/09/2019 16:00:00,60.95,24/09/2019 16:00:00,63.57,24/09/2019 16:00:00,59.8,24/09/2019 16:00:00,62.61
25/09/2019 16:00:00,60.43,25/09/2019 16:00:00,61.25,25/09/2019 16:00:00,59.11,25/09/2019 16:00:00,60.84
26/09/2019 16:00:00,59.01,26/09/2019 16:00:00,60.56,26/09/2019 16:00:00,58.24,26/09/2019 16:00:00,60.44
27/09/2019 16:00:00,58.31,27/09/2019 16:00:00,59.32,27/09/2019 16:00:00,57.61,27/09/2019 16:00:00,59.32
30/09/2019 16:00:00,56.78,30/09/2019 16:00:00,58.55,30/09/2019 16:00:00,56.7,30/09/2019 16:00:00,58.28
01/10/2019 16:00:00,54.22,01/10/2019 16:00:00,57.33,01/10/2019 16:00:00,53.95,01/10/2019 16:00:00,56.85
02/10/2019 16:00:00,53.26,02/10/2019 16:00:00,53.68,02/10/2019 16:00:00,51.28,02/10/2019 16:00:00,53.68
03/10/2019 16:00:00,54.3,03/10/2019 16:00:00,54.35,03/10/2019 16:00:00,52.16,03/10/2019 16:00:00,53.09
04/10/2019 16:00:00,54.86,04/10/2019 16:00:00,55.09,04/10/2019 16:00:00,53.57,04/10/2019 16:00:00,54.47
07/10/2019 16:00:00,54.62,07/10/2019 16:00:00,55.16,07/10/2019 16:00:00,53.75,07/10/2019 16:00:00,54.65
08/10/2019 16:00:00,52.76,08/10/2019 16:00:00,54.63,08/10/2019 16:00:00,52.59,08/10/2019 16:00:00,54.01
09/10/2019 16:00:00,52.34,09/10/2019 16:00:00,53.33,09/10/2019 16:00:00,52.12,09/10/2019 16:00:00,53.13
10/10/2019 16:00:00,52.54,10/10/2019 16:00:00,52.76,10/10/2019 16:00:00,51.88,10/10/2019 16:00:00,52.26
11/10/2019 16:00:00,53.16,11/10/2019 16:00:00,54.89,11/10/2019 16:00:00,53.01,11/10/2019 16:00:00,53.24
14/10/2019 16:00:00,52.83,14/10/2019 16:00:00,53.43,14/10/2019 16:00:00,51.88,14/10/2019 16:00:00,52.98
15/10/2019 16:00:00,53.32,15/10/2019 16:00:00,53.64,15/10/2019 16:00:00,52.44,15/10/2019 16:00:00,52.84
16/10/2019 16:00:00,51.89,16/10/2019 16:00:00,53.14,16/10/2019 16:00:00,51.51,16/10/2019 16:00:00,52.94
17/10/2019 16:00:00,51.75,17/10/2019 16:00:00,52.59,17/10/2019 16:00:00,51.66,17/10/2019 16:00:00,52
18/10/2019 16:00:00,50.55,18/10/2019 16:00:00,51.48,18/10/2019 16:00:00,49.8,18/10/2019 16:00:00,51.42
21/10/2019 16:00:00,52.32,21/10/2019 16:00:00,52.47,21/10/2019 16:00:00,50.57,21/10/2019 16:00:00,51.19
22/10/2019 16:00:00,53.2,22/10/2019 16:00:00,53.42,22/10/2019 16:00:00,51.78,22/10/2019 16:00:00,52.3
23/10/2019 16:00:00,53.71,23/10/2019 16:00:00,54.21,23/10/2019 16:00:00,53.2,23/10/2019 16:00:00,53.4
24/10/2019 16:00:00,54.92,24/10/2019 16:00:00,55.06,24/10/2019 16:00:00,53.56,24/10/2019 16:00:00,53.82
25/10/2019 16:00:00,54.26,25/10/2019 16:00:00,55.17,25/10/2019 16:00:00,54.2,25/10/2019 16:00:00,54.69
28/10/2019 16:00:00,54.75,28/10/2019 16:00:00,55.25,28/10/2019 16:00:00,54.19,28/10/2019 16:00:00,54.73
29/10/2019 16:00:00,52.98,29/10/2019 16:00:00,55.21,29/10/2019 16:00:00,52.81,29/10/2019 16:00:00,54.56
30/10/2019 16:00:00,52.53,30/10/2019 16:00:00,53.46,30/10/2019 16:00:00,51.8,30/10/2019 16:00:00,52.84
31/10/2019 16:00:00,51.13,31/10/2019 16:00:00,52.67,31/10/2019 16:00:00,50.78,31/10/2019 16:00:00,52.47
01/11/2019 16:00:00,52.52,01/11/2019 16:00:00,53.33,01/11/2019 16:00:00,51,01/11/2019 16:00:00,51.49
04/11/2019 16:00:00,51.87,04/11/2019 16:00:00,53.35,04/11/2019 16:00:00,51.48,04/11/2019 16:00:00,53.15
05/11/2019 16:00:00,53.09,05/11/2019 16:00:00,54.13,05/11/2019 16:00:00,51.72,05/11/2019 16:00:00,51.87
06/11/2019 16:00:00,52.24,06/11/2019 16:00:00,53.69,06/11/2019 16:00:00,51.94,06/11/2019 16:00:00,53.14
07/11/2019 16:00:00,52.41,07/11/2019 16:00:00,55.73,07/11/2019 16:00:00,52.2,07/11/2019 16:00:00,53.23
08/11/2019 16:00:00,65.29,08/11/2019 16:00:00,71,08/11/2019 16:00:00,61,08/11/2019 16:00:00,61.94
11/11/2019 16:00:00,64.45,11/11/2019 16:00:00,65.54,11/11/2019 16:00:00,62.61,11/11/2019 16:00:00,64.76
12/11/2019 16:00:00,64.01,12/11/2019 16:00:00,64.75,12/11/2019 16:00:00,63.34,12/11/2019 16:00:00,64.48
13/11/2019 16:00:00,64.65,13/11/2019 16:00:00,64.98,13/11/2019 16:00:00,63.26,13/11/2019 16:00:00,63.53
14/11/2019 16:00:00,66.69,14/11/2019 16:00:00,67.05,14/11/2019 16:00:00,64.44,14/11/2019 16:00:00,64.65
15/11/2019 16:00:00,67.37,15/11/2019 16:00:00,68.35,15/11/2019 16:00:00,66.37,15/11/2019 16:00:00,67.35
18/11/2019 16:00:00,67.72,18/11/2019 16:00:00,67.83,18/11/2019 16:00:00,66.35,18/11/2019 16:00:00,67.24
19/11/2019 16:00:00,68.48,19/11/2019 16:00:00,69.11,19/11/2019 16:00:00,67.64,19/11/2019 16:00:00,67.87
20/11/2019 16:00:00,71.98,20/11/2019 16:00:00,72,20/11/2019 16:00:00,67.45,20/11/2019 16:00:00,67.94
21/11/2019 16:00:00,71.9,21/11/2019 16:00:00,73.07,21/11/2019 16:00:00,71.22,21/11/2019 16:00:00,72
22/11/2019 16:00:00,72.09,22/11/2019 16:00:00,72.44,22/11/2019 16:00:00,71.17,22/11/2019 16:00:00,72.15
