Date,Close,Date,High,Date,Low,Date,Open
03/04/2019 16:00:00,60.54,03/04/2019 16:00:00,61.03,03/04/2019 16:00:00,60.25,03/04/2019 16:00:00,60.64
04/04/2019 16:00:00,60.97,04/04/2019 16:00:00,61.03,04/04/2019 16:00:00,60.45,04/04/2019 16:00:00,60.56
05/04/2019 16:00:00,60.57,05/04/2019 16:00:00,61.02,05/04/2019 16:00:00,60.5,05/04/2019 16:00:00,60.97
08/04/2019 16:00:00,60.41,08/04/2019 16:00:00,60.7,08/04/2019 16:00:00,60.23,08/04/2019 16:00:00,60.56
09/04/2019 16:00:00,60.13,09/04/2019 16:00:00,60.36,09/04/2019 16:00:00,59.92,09/04/2019 16:00:00,60.09
10/04/2019 16:00:00,60.32,10/04/2019 16:00:00,60.45,10/04/2019 16:00:00,60.03,10/04/2019 16:00:00,60.25
11/04/2019 16:00:00,60.48,11/04/2019 16:00:00,60.64,11/04/2019 16:00:00,60.23,11/04/2019 16:00:00,60.45
12/04/2019 16:00:00,61.14,12/04/2019 16:00:00,61.15,12/04/2019 16:00:00,60.66,12/04/2019 16:00:00,60.78
15/04/2019 16:00:00,61.33,15/04/2019 16:00:00,61.46,15/04/2019 16:00:00,60.73,15/04/2019 16:00:00,61.2
16/04/2019 16:00:00,61.6,16/04/2019 16:00:00,61.8,16/04/2019 16:00:00,61.25,16/04/2019 16:00:00,61.5
17/04/2019 16:00:00,62.01,17/04/2019 16:00:00,62.25,17/04/2019 16:00:00,61.65,17/04/2019 16:00:00,61.85
18/04/2019 16:00:00,62.07,18/04/2019 16:00:00,62.3,18/04/2019 16:00:00,61.97,18/04/2019 16:00:00,62.25
22/04/2019 16:00:00,62.69,22/04/2019 16:00:00,62.72,22/04/2019 16:00:00,61.67,22/04/2019 16:00:00,61.83
23/04/2019 16:00:00,63.53,23/04/2019 16:00:00,63.72,23/04/2019 16:00:00,62.6,23/04/2019 16:00:00,62.83
24/04/2019 16:00:00,63,24/04/2019 16:00:00,63.7,24/04/2019 16:00:00,62.99,24/04/2019 16:00:00,63.53
25/04/2019 16:00:00,63.37,25/04/2019 16:00:00,63.64,25/04/2019 16:00:00,62.9,25/04/2019 16:00:00,63.52
26/04/2019 16:00:00,63.87,26/04/2019 16:00:00,63.95,26/04/2019 16:00:00,63.25,26/04/2019 16:00:00,63.67
29/04/2019 16:00:00,64.81,29/04/2019 16:00:00,64.85,29/04/2019 16:00:00,63.59,29/04/2019 16:00:00,64.03
30/04/2019 16:00:00,59.95,30/04/2019 16:00:00,60.05,30/04/2019 16:00:00,59.15,30/04/2019 16:00:00,59.53
01/05/2019 16:00:00,58.67,01/05/2019 16:00:00,59.96,01/05/2019 16:00:00,58.58,01/05/2019 16:00:00,59.88
02/05/2019 16:00:00,58.33,02/05/2019 16:00:00,58.97,02/05/2019 16:00:00,57.92,02/05/2019 16:00:00,58.63
03/05/2019 16:00:00,59.48,03/05/2019 16:00:00,59.57,03/05/2019 16:00:00,58.68,03/05/2019 16:00:00,58.87
06/05/2019 16:00:00,59.67,06/05/2019 16:00:00,59.77,06/05/2019 16:00:00,58.56,06/05/2019 16:00:00,58.6
07/05/2019 16:00:00,58.94,07/05/2019 16:00:00,59.74,07/05/2019 16:00:00,58.25,07/05/2019 16:00:00,59.29
08/05/2019 16:00:00,58.54,08/05/2019 16:00:00,59.21,08/05/2019 16:00:00,58.38,08/05/2019 16:00:00,58.86
09/05/2019 16:00:00,58.4,09/05/2019 16:00:00,58.7,09/05/2019 16:00:00,57.73,09/05/2019 16:00:00,58.13
10/05/2019 16:00:00,58.38,10/05/2019 16:00:00,58.81,10/05/2019 16:00:00,57.32,10/05/2019 16:00:00,58.44
13/05/2019 16:00:00,56.83,13/05/2019 16:00:00,57.6,13/05/2019 16:00:00,56.28,13/05/2019 16:00:00,57.26
14/05/2019 16:00:00,56.24,14/05/2019 16:00:00,57.24,14/05/2019 16:00:00,56.18,14/05/2019 16:00:00,57.12
15/05/2019 16:00:00,58.54,15/05/2019 16:00:00,58.92,15/05/2019 16:00:00,56.07,15/05/2019 16:00:00,56.13
16/05/2019 16:00:00,59.23,16/05/2019 16:00:00,59.71,16/05/2019 16:00:00,58.42,16/05/2019 16:00:00,58.59
17/05/2019 16:00:00,58.44,17/05/2019 16:00:00,59.31,17/05/2019 16:00:00,58.32,17/05/2019 16:00:00,58.79
20/05/2019 16:00:00,57.23,20/05/2019 16:00:00,57.65,20/05/2019 16:00:00,56.91,20/05/2019 16:00:00,57.65
21/05/2019 16:00:00,57.72,21/05/2019 16:00:00,57.9,21/05/2019 16:00:00,57.17,21/05/2019 16:00:00,57.72
22/05/2019 16:00:00,57.79,22/05/2019 16:00:00,58.19,22/05/2019 16:00:00,57.55,22/05/2019 16:00:00,57.56
23/05/2019 16:00:00,57.27,23/05/2019 16:00:00,57.5,23/05/2019 16:00:00,56.66,23/05/2019 16:00:00,57.3
24/05/2019 16:00:00,56.93,24/05/2019 16:00:00,57.72,24/05/2019 16:00:00,56.84,24/05/2019 16:00:00,57.6
28/05/2019 16:00:00,56.98,28/05/2019 16:00:00,57.82,28/05/2019 16:00:00,56.93,28/05/2019 16:00:00,57.07
29/05/2019 16:00:00,56,29/05/2019 16:00:00,56.75,29/05/2019 16:00:00,55.6,29/05/2019 16:00:00,56.64
30/05/2019 16:00:00,56.07,30/05/2019 16:00:00,56.34,30/05/2019 16:00:00,55.8,30/05/2019 16:00:00,56.01
31/05/2019 16:00:00,55.33,31/05/2019 16:00:00,55.67,31/05/2019 16:00:00,55.17,31/05/2019 16:00:00,55.28
03/06/2019 16:00:00,51.94,03/06/2019 16:00:00,53.35,03/06/2019 16:00:00,51.35,03/06/2019 16:00:00,53.35
04/06/2019 16:00:00,52.72,04/06/2019 16:00:00,52.92,04/06/2019 16:00:00,51.8,04/06/2019 16:00:00,52.22
05/06/2019 16:00:00,52.23,05/06/2019 16:00:00,52.84,05/06/2019 16:00:00,51.65,05/06/2019 16:00:00,52.75
06/06/2019 16:00:00,52.39,06/06/2019 16:00:00,52.5,06/06/2019 16:00:00,51.78,06/06/2019 16:00:00,52.31
07/06/2019 16:00:00,53.42,07/06/2019 16:00:00,53.67,07/06/2019 16:00:00,52.56,07/06/2019 16:00:00,52.71
10/06/2019 16:00:00,54.14,10/06/2019 16:00:00,54.74,10/06/2019 16:00:00,53.76,10/06/2019 16:00:00,53.85
11/06/2019 16:00:00,54.05,11/06/2019 16:00:00,55.2,11/06/2019 16:00:00,53.98,11/06/2019 16:00:00,54.85
12/06/2019 16:00:00,53.96,12/06/2019 16:00:00,54.13,12/06/2019 16:00:00,53.48,12/06/2019 16:00:00,54
13/06/2019 16:00:00,54.55,13/06/2019 16:00:00,54.83,13/06/2019 16:00:00,54.13,13/06/2019 16:00:00,54.24
14/06/2019 16:00:00,54.32,14/06/2019 16:00:00,54.74,14/06/2019 16:00:00,54.07,14/06/2019 16:00:00,54.49
17/06/2019 16:00:00,54.69,17/06/2019 16:00:00,55.06,17/06/2019 16:00:00,54.4,17/06/2019 16:00:00,54.46
18/06/2019 16:00:00,55.26,18/06/2019 16:00:00,55.94,18/06/2019 16:00:00,55.04,18/06/2019 16:00:00,55.58
19/06/2019 16:00:00,55.23,19/06/2019 16:00:00,55.47,19/06/2019 16:00:00,54.8,19/06/2019 16:00:00,55.36
20/06/2019 16:00:00,55.66,20/06/2019 16:00:00,56.14,20/06/2019 16:00:00,55.35,20/06/2019 16:00:00,56.09
21/06/2019 16:00:00,56.27,21/06/2019 16:00:00,56.33,21/06/2019 16:00:00,55.49,21/06/2019 16:00:00,55.49
24/06/2019 16:00:00,55.84,24/06/2019 16:00:00,56.18,24/06/2019 16:00:00,55.67,24/06/2019 16:00:00,56
25/06/2019 16:00:00,54.38,25/06/2019 16:00:00,55.79,25/06/2019 16:00:00,54.23,25/06/2019 16:00:00,55.75
26/06/2019 16:00:00,54.02,26/06/2019 16:00:00,54.76,26/06/2019 16:00:00,53.68,26/06/2019 16:00:00,54.55
27/06/2019 16:00:00,53.83,27/06/2019 16:00:00,54.42,27/06/2019 16:00:00,53.79,27/06/2019 16:00:00,54.34
28/06/2019 16:00:00,54.14,28/06/2019 16:00:00,54.14,28/06/2019 16:00:00,53.69,28/06/2019 16:00:00,53.86
01/07/2019 16:00:00,55,01/07/2019 16:00:00,55.43,01/07/2019 16:00:00,54.77,01/07/2019 16:00:00,55.05
02/07/2019 16:00:00,55.63,02/07/2019 16:00:00,55.64,02/07/2019 16:00:00,54.98,02/07/2019 16:00:00,55.24
03/07/2019 13:00:00,56.15,03/07/2019 13:00:00,56.4,03/07/2019 13:00:00,55.74,03/07/2019 13:00:00,55.93
05/07/2019 16:00:00,56.63,05/07/2019 16:00:00,56.73,05/07/2019 16:00:00,55.88,05/07/2019 16:00:00,55.97
08/07/2019 16:00:00,55.84,08/07/2019 16:00:00,56.36,08/07/2019 16:00:00,55.59,08/07/2019 16:00:00,56.29
09/07/2019 16:00:00,56.21,09/07/2019 16:00:00,56.39,09/07/2019 16:00:00,55.36,09/07/2019 16:00:00,55.52
10/07/2019 16:00:00,57.05,10/07/2019 16:00:00,57.12,10/07/2019 16:00:00,56.53,10/07/2019 16:00:00,56.62
11/07/2019 16:00:00,57.2,11/07/2019 16:00:00,57.66,11/07/2019 16:00:00,56.98,11/07/2019 16:00:00,57.31
12/07/2019 16:00:00,57.27,12/07/2019 16:00:00,57.38,12/07/2019 16:00:00,56.93,12/07/2019 16:00:00,57.15
15/07/2019 16:00:00,57.53,15/07/2019 16:00:00,57.53,15/07/2019 16:00:00,57,15/07/2019 16:00:00,57.27
16/07/2019 16:00:00,57.67,16/07/2019 16:00:00,57.93,16/07/2019 16:00:00,57.34,16/07/2019 16:00:00,57.34
17/07/2019 16:00:00,57.34,17/07/2019 16:00:00,57.92,17/07/2019 16:00:00,57.33,17/07/2019 16:00:00,57.55
18/07/2019 16:00:00,57.36,18/07/2019 16:00:00,57.41,18/07/2019 16:00:00,56.64,18/07/2019 16:00:00,57.1
19/07/2019 16:00:00,56.58,19/07/2019 16:00:00,57.58,19/07/2019 16:00:00,56.56,19/07/2019 16:00:00,57.47
22/07/2019 16:00:00,56.96,22/07/2019 16:00:00,57,22/07/2019 16:00:00,56.26,22/07/2019 16:00:00,56.77
23/07/2019 16:00:00,57.4,23/07/2019 16:00:00,57.44,23/07/2019 16:00:00,56.64,23/07/2019 16:00:00,57.17
24/07/2019 16:00:00,56.99,24/07/2019 16:00:00,57.27,24/07/2019 16:00:00,56.43,24/07/2019 16:00:00,56.63
25/07/2019 16:00:00,56.8,25/07/2019 16:00:00,57.18,25/07/2019 16:00:00,56.19,25/07/2019 16:00:00,56.95
26/07/2019 16:00:00,62.26,26/07/2019 16:00:00,63.42,26/07/2019 16:00:00,61.4,26/07/2019 16:00:00,61.4
29/07/2019 16:00:00,62.09,29/07/2019 16:00:00,62.45,29/07/2019 16:00:00,61.51,29/07/2019 16:00:00,62.13
30/07/2019 16:00:00,61.4,30/07/2019 16:00:00,61.85,30/07/2019 16:00:00,61.27,30/07/2019 16:00:00,61.35
31/07/2019 16:00:00,60.91,31/07/2019 16:00:00,61.75,31/07/2019 16:00:00,60.41,31/07/2019 16:00:00,61.24
01/08/2019 16:00:00,60.59,01/08/2019 16:00:00,61.81,01/08/2019 16:00:00,60.35,01/08/2019 16:00:00,60.88
02/08/2019 16:00:00,59.82,02/08/2019 16:00:00,60.48,02/08/2019 16:00:00,59.5,02/08/2019 16:00:00,60.15
05/08/2019 16:00:00,57.74,05/08/2019 16:00:00,58.84,05/08/2019 16:00:00,57.14,05/08/2019 16:00:00,58.65
06/08/2019 16:00:00,58.55,06/08/2019 16:00:00,59.07,06/08/2019 16:00:00,58.08,06/08/2019 16:00:00,58.28
07/08/2019 16:00:00,58.8,07/08/2019 16:00:00,58.99,07/08/2019 16:00:00,57.54,07/08/2019 16:00:00,57.89
08/08/2019 16:00:00,60.31,08/08/2019 16:00:00,60.31,08/08/2019 16:00:00,58.7,08/08/2019 16:00:00,59.32
09/08/2019 16:00:00,59.45,09/08/2019 16:00:00,60.22,09/08/2019 16:00:00,59.24,09/08/2019 16:00:00,60
12/08/2019 16:00:00,58.73,12/08/2019 16:00:00,59.28,12/08/2019 16:00:00,58.44,12/08/2019 16:00:00,59
13/08/2019 16:00:00,59.84,13/08/2019 16:00:00,60.27,13/08/2019 16:00:00,58.65,13/08/2019 16:00:00,58.72
14/08/2019 16:00:00,58.21,14/08/2019 16:00:00,59.14,14/08/2019 16:00:00,58.05,14/08/2019 16:00:00,58.8
15/08/2019 16:00:00,58.47,15/08/2019 16:00:00,58.82,15/08/2019 16:00:00,58.15,15/08/2019 16:00:00,58.42
16/08/2019 16:00:00,58.96,16/08/2019 16:00:00,59.19,16/08/2019 16:00:00,58.65,16/08/2019 16:00:00,59.04
19/08/2019 16:00:00,60.02,19/08/2019 16:00:00,60.47,19/08/2019 16:00:00,59.52,19/08/2019 16:00:00,59.59
20/08/2019 16:00:00,59.18,20/08/2019 16:00:00,59.9,20/08/2019 16:00:00,59.15,20/08/2019 16:00:00,59.77
21/08/2019 16:00:00,59.58,21/08/2019 16:00:00,60.03,21/08/2019 16:00:00,59.4,21/08/2019 16:00:00,59.79
22/08/2019 16:00:00,59.58,22/08/2019 16:00:00,59.94,22/08/2019 16:00:00,58.95,22/08/2019 16:00:00,59.69
23/08/2019 16:00:00,57.68,23/08/2019 16:00:00,59.78,23/08/2019 16:00:00,57.5,23/08/2019 16:00:00,59.26
26/08/2019 16:00:00,58.56,26/08/2019 16:00:00,58.59,26/08/2019 16:00:00,57.74,26/08/2019 16:00:00,57.97
27/08/2019 16:00:00,58.54,27/08/2019 16:00:00,59.25,27/08/2019 16:00:00,58.23,27/08/2019 16:00:00,59.15
28/08/2019 16:00:00,58.69,28/08/2019 16:00:00,58.93,28/08/2019 16:00:00,58.01,28/08/2019 16:00:00,58.24
29/08/2019 16:00:00,59.71,29/08/2019 16:00:00,59.96,29/08/2019 16:00:00,59.26,29/08/2019 16:00:00,59.32
30/08/2019 16:00:00,59.53,30/08/2019 16:00:00,60.02,30/08/2019 16:00:00,59.29,30/08/2019 16:00:00,60.02
03/09/2019 16:00:00,58.48,03/09/2019 16:00:00,59.45,03/09/2019 16:00:00,58.19,03/09/2019 16:00:00,59.09
04/09/2019 16:00:00,59.11,04/09/2019 16:00:00,59.24,04/09/2019 16:00:00,58.58,04/09/2019 16:00:00,58.97
05/09/2019 16:00:00,60.61,05/09/2019 16:00:00,60.7,05/09/2019 16:00:00,59.63,05/09/2019 16:00:00,59.68
06/09/2019 16:00:00,60.32,06/09/2019 16:00:00,60.65,06/09/2019 16:00:00,60.16,06/09/2019 16:00:00,60.46
09/09/2019 16:00:00,60.26,09/09/2019 16:00:00,61.03,09/09/2019 16:00:00,59.66,09/09/2019 16:00:00,60.35
10/09/2019 16:00:00,60.29,10/09/2019 16:00:00,60.5,10/09/2019 16:00:00,59.8,10/09/2019 16:00:00,59.8
11/09/2019 16:00:00,61,11/09/2019 16:00:00,61.12,11/09/2019 16:00:00,60.11,11/09/2019 16:00:00,60.19
12/09/2019 16:00:00,61.75,12/09/2019 16:00:00,62.12,12/09/2019 16:00:00,61.13,12/09/2019 16:00:00,61.17
13/09/2019 16:00:00,62,13/09/2019 16:00:00,62.05,13/09/2019 16:00:00,61.35,13/09/2019 16:00:00,61.61
16/09/2019 16:00:00,61.58,16/09/2019 16:00:00,61.95,16/09/2019 16:00:00,61.26,16/09/2019 16:00:00,61.52
17/09/2019 16:00:00,61.49,17/09/2019 16:00:00,61.75,17/09/2019 16:00:00,61.17,17/09/2019 16:00:00,61.58
18/09/2019 16:00:00,61.63,18/09/2019 16:00:00,61.81,18/09/2019 16:00:00,60.82,18/09/2019 16:00:00,61.51
19/09/2019 16:00:00,61.94,19/09/2019 16:00:00,62.22,19/09/2019 16:00:00,61.62,19/09/2019 16:00:00,61.62
20/09/2019 16:00:00,61.49,20/09/2019 16:00:00,62.14,20/09/2019 16:00:00,61.18,20/09/2019 16:00:00,61.68
23/09/2019 16:00:00,61.73,23/09/2019 16:00:00,61.98,23/09/2019 16:00:00,61.19,23/09/2019 16:00:00,61.33
24/09/2019 16:00:00,60.92,24/09/2019 16:00:00,62.36,24/09/2019 16:00:00,60.53,24/09/2019 16:00:00,62
25/09/2019 16:00:00,62.3,25/09/2019 16:00:00,62.4,25/09/2019 16:00:00,60.46,25/09/2019 16:00:00,60.8
26/09/2019 16:00:00,62.11,26/09/2019 16:00:00,62.23,26/09/2019 16:00:00,61.59,26/09/2019 16:00:00,62.11
27/09/2019 16:00:00,61.3,27/09/2019 16:00:00,62.25,27/09/2019 16:00:00,60.76,27/09/2019 16:00:00,62.14
30/09/2019 16:00:00,61.06,30/09/2019 16:00:00,61.37,30/09/2019 16:00:00,60.67,30/09/2019 16:00:00,61.03
01/10/2019 16:00:00,60.3,01/10/2019 16:00:00,61.64,01/10/2019 16:00:00,60.28,01/10/2019 16:00:00,61.12
02/10/2019 16:00:00,58.9,02/10/2019 16:00:00,59.94,02/10/2019 16:00:00,58.63,02/10/2019 16:00:00,59.83
03/10/2019 16:00:00,59.47,03/10/2019 16:00:00,59.55,03/10/2019 16:00:00,58.16,03/10/2019 16:00:00,59.17
04/10/2019 16:00:00,60.55,04/10/2019 16:00:00,60.62,04/10/2019 16:00:00,59.55,04/10/2019 16:00:00,59.71
07/10/2019 16:00:00,60.41,07/10/2019 16:00:00,60.95,07/10/2019 16:00:00,60.22,07/10/2019 16:00:00,60.35
08/10/2019 16:00:00,59.51,08/10/2019 16:00:00,60.34,08/10/2019 16:00:00,59.47,08/10/2019 16:00:00,59.94
09/10/2019 16:00:00,60.12,09/10/2019 16:00:00,60.42,09/10/2019 16:00:00,59.91,09/10/2019 16:00:00,60.07
10/10/2019 16:00:00,60.47,10/10/2019 16:00:00,60.78,10/10/2019 16:00:00,59.89,10/10/2019 16:00:00,59.93
11/10/2019 16:00:00,60.79,11/10/2019 16:00:00,61.44,11/10/2019 16:00:00,60.68,11/10/2019 16:00:00,61.2
14/10/2019 16:00:00,60.89,14/10/2019 16:00:00,61.29,14/10/2019 16:00:00,60.59,14/10/2019 16:00:00,60.69
15/10/2019 16:00:00,62.11,15/10/2019 16:00:00,62.36,15/10/2019 16:00:00,61.05,15/10/2019 16:00:00,61.08
16/10/2019 16:00:00,62.15,16/10/2019 16:00:00,62.71,16/10/2019 16:00:00,61.93,16/10/2019 16:00:00,62.09
17/10/2019 16:00:00,62.64,17/10/2019 16:00:00,63.19,17/10/2019 16:00:00,62.49,17/10/2019 16:00:00,62.57
18/10/2019 16:00:00,62.22,18/10/2019 16:00:00,62.91,18/10/2019 16:00:00,62.01,18/10/2019 16:00:00,62.73
21/10/2019 16:00:00,62.21,21/10/2019 16:00:00,62.68,21/10/2019 16:00:00,62,21/10/2019 16:00:00,62.44
22/10/2019 16:00:00,62.06,22/10/2019 16:00:00,62.44,22/10/2019 16:00:00,61.99,22/10/2019 16:00:00,62.22
23/10/2019 16:00:00,62.88,23/10/2019 16:00:00,62.9,23/10/2019 16:00:00,62.01,23/10/2019 16:00:00,62.01
24/10/2019 16:00:00,62.96,24/10/2019 16:00:00,63.15,24/10/2019 16:00:00,62.62,24/10/2019 16:00:00,62.96
25/10/2019 16:00:00,63.22,25/10/2019 16:00:00,63.4,25/10/2019 16:00:00,62.46,25/10/2019 16:00:00,62.6
28/10/2019 16:00:00,64.45,28/10/2019 16:00:00,64.96,28/10/2019 16:00:00,63.62,28/10/2019 16:00:00,63.75
29/10/2019 16:00:00,63.03,29/10/2019 16:00:00,64.04,29/10/2019 16:00:00,62.78,29/10/2019 16:00:00,63.8
30/10/2019 16:00:00,63.04,30/10/2019 16:00:00,63.4,30/10/2019 16:00:00,62.53,30/10/2019 16:00:00,62.76
31/10/2019 16:00:00,62.94,31/10/2019 16:00:00,63.33,31/10/2019 16:00:00,62.47,31/10/2019 16:00:00,63
01/11/2019 16:00:00,63.61,01/11/2019 16:00:00,63.65,01/11/2019 16:00:00,62.99,01/11/2019 16:00:00,63.29
04/11/2019 16:00:00,64.48,04/11/2019 16:00:00,64.63,04/11/2019 16:00:00,63.81,04/11/2019 16:00:00,63.81
05/11/2019 16:00:00,64.57,05/11/2019 16:00:00,64.86,05/11/2019 16:00:00,64.47,05/11/2019 16:00:00,64.56
06/11/2019 16:00:00,64.55,06/11/2019 16:00:00,64.65,06/11/2019 16:00:00,64.11,06/11/2019 16:00:00,64.5
07/11/2019 16:00:00,65.35,07/11/2019 16:00:00,66.13,07/11/2019 16:00:00,64.69,07/11/2019 16:00:00,64.71
08/11/2019 16:00:00,65.45,08/11/2019 16:00:00,65.86,08/11/2019 16:00:00,65.08,08/11/2019 16:00:00,65.08
11/11/2019 16:00:00,64.91,11/11/2019 16:00:00,65.25,11/11/2019 16:00:00,64.79,11/11/2019 16:00:00,65.2
12/11/2019 16:00:00,64.86,12/11/2019 16:00:00,65.47,12/11/2019 16:00:00,64.71,12/11/2019 16:00:00,64.93
13/11/2019 16:00:00,64.81,13/11/2019 16:00:00,65.13,13/11/2019 16:00:00,64.61,13/11/2019 16:00:00,64.66
14/11/2019 16:00:00,65.46,14/11/2019 16:00:00,65.79,14/11/2019 16:00:00,64.7,14/11/2019 16:00:00,64.75
15/11/2019 16:00:00,66.68,15/11/2019 16:00:00,66.68,15/11/2019 16:00:00,65.59,15/11/2019 16:00:00,65.75
18/11/2019 16:00:00,65.99,18/11/2019 16:00:00,66.7,18/11/2019 16:00:00,65.81,18/11/2019 16:00:00,66.62
19/11/2019 16:00:00,65.63,19/11/2019 16:00:00,66.33,19/11/2019 16:00:00,65.59,19/11/2019 16:00:00,66.33
20/11/2019 16:00:00,65.09,20/11/2019 16:00:00,65.66,20/11/2019 16:00:00,64.46,20/11/2019 16:00:00,65.57
21/11/2019 16:00:00,65.01,21/11/2019 16:00:00,65.56,21/11/2019 16:00:00,64.54,21/11/2019 16:00:00,64.96
22/11/2019 16:00:00,64.68,22/11/2019 16:00:00,65.35,22/11/2019 16:00:00,64.47,22/11/2019 16:00:00,65.15
25/11/2019 16:00:00,65.28,25/11/2019 16:00:00,65.52,25/11/2019 16:00:00,64.78,25/11/2019 16:00:00,64.81
26/11/2019 16:00:00,65.65,26/11/2019 16:00:00,65.7,26/11/2019 16:00:00,65.2,26/11/2019 16:00:00,65.5
27/11/2019 16:00:00,65.61,27/11/2019 16:00:00,65.88,27/11/2019 16:00:00,65.47,27/11/2019 16:00:00,65.77
29/11/2019 13:00:00,65.2,29/11/2019 13:00:00,65.5,29/11/2019 13:00:00,65.16,29/11/2019 13:00:00,65.33
02/12/2019 16:00:00,64.44,02/12/2019 16:00:00,65.27,02/12/2019 16:00:00,64.02,02/12/2019 16:00:00,65.13
03/12/2019 16:00:00,64.74,03/12/2019 16:00:00,64.86,03/12/2019 16:00:00,63.85,03/12/2019 16:00:00,63.93
04/12/2019 16:00:00,65.95,04/12/2019 16:00:00,66.21,04/12/2019 16:00:00,65.15,04/12/2019 16:00:00,65.31
05/12/2019 16:00:00,66.35,05/12/2019 16:00:00,66.4,05/12/2019 16:00:00,65.72,05/12/2019 16:00:00,66.35
06/12/2019 16:00:00,66.97,06/12/2019 16:00:00,67.12,06/12/2019 16:00:00,66.56,06/12/2019 16:00:00,66.64
09/12/2019 16:00:00,67.15,09/12/2019 16:00:00,67.88,09/12/2019 16:00:00,66.8,09/12/2019 16:00:00,66.94
10/12/2019 16:00:00,67.14,10/12/2019 16:00:00,67.4,10/12/2019 16:00:00,66.7,10/12/2019 16:00:00,67
11/12/2019 16:00:00,67.21,11/12/2019 16:00:00,67.49,11/12/2019 16:00:00,67.06,11/12/2019 16:00:00,67.42
12/12/2019 16:00:00,67.42,12/12/2019 16:00:00,67.73,12/12/2019 16:00:00,66.91,12/12/2019 16:00:00,67.16
13/12/2019 16:00:00,67.34,13/12/2019 16:00:00,67.57,13/12/2019 16:00:00,67.08,13/12/2019 16:00:00,67.4
16/12/2019 16:00:00,68.04,16/12/2019 16:00:00,68.18,16/12/2019 16:00:00,67.53,16/12/2019 16:00:00,67.75
17/12/2019 16:00:00,67.74,17/12/2019 16:00:00,68.22,17/12/2019 16:00:00,67.54,17/12/2019 16:00:00,68.12
18/12/2019 16:00:00,67.6,18/12/2019 16:00:00,67.97,18/12/2019 16:00:00,67.52,18/12/2019 16:00:00,67.85
19/12/2019 16:00:00,67.82,19/12/2019 16:00:00,67.88,19/12/2019 16:00:00,67.44,19/12/2019 16:00:00,67.6
20/12/2019 16:00:00,67.56,20/12/2019 16:00:00,68.2,20/12/2019 16:00:00,67.54,20/12/2019 16:00:00,68.16
23/12/2019 16:00:00,67.53,23/12/2019 16:00:00,68.09,23/12/2019 16:00:00,67.4,23/12/2019 16:00:00,67.94
24/12/2019 13:00:00,67.22,24/12/2019 13:00:00,67.6,24/12/2019 13:00:00,67.21,24/12/2019 13:00:00,67.51
26/12/2019 16:00:00,68.12,26/12/2019 16:00:00,68.16,26/12/2019 16:00:00,67.28,26/12/2019 16:00:00,67.33
27/12/2019 16:00:00,67.73,27/12/2019 16:00:00,68.35,27/12/2019 16:00:00,67.65,27/12/2019 16:00:00,68.2
30/12/2019 16:00:00,66.99,30/12/2019 16:00:00,67.85,30/12/2019 16:00:00,66.89,30/12/2019 16:00:00,67.84
31/12/2019 16:00:00,66.97,31/12/2019 16:00:00,67.03,31/12/2019 16:00:00,66.61,31/12/2019 16:00:00,66.79
02/01/2020 16:00:00,68.43,02/01/2020 16:00:00,68.43,02/01/2020 16:00:00,67.32,02/01/2020 16:00:00,67.42
03/01/2020 16:00:00,68.08,03/01/2020 16:00:00,68.69,03/01/2020 16:00:00,67.37,03/01/2020 16:00:00,67.4
06/01/2020 16:00:00,69.89,06/01/2020 16:00:00,69.92,06/01/2020 16:00:00,67.55,06/01/2020 16:00:00,67.58
07/01/2020 16:00:00,69.76,07/01/2020 16:00:00,70.18,07/01/2020 16:00:00,69.58,07/01/2020 16:00:00,70.02
08/01/2020 16:00:00,70.25,08/01/2020 16:00:00,70.59,08/01/2020 16:00:00,69.63,08/01/2020 16:00:00,69.74
09/01/2020 16:00:00,70.99,09/01/2020 16:00:00,71.43,09/01/2020 16:00:00,70.51,09/01/2020 16:00:00,71.1
10/01/2020 16:00:00,71.45,10/01/2020 16:00:00,71.75,10/01/2020 16:00:00,70.98,10/01/2020 16:00:00,71.47
13/01/2020 16:00:00,72,13/01/2020 16:00:00,72.07,13/01/2020 16:00:00,71.27,13/01/2020 16:00:00,71.76
14/01/2020 16:00:00,71.53,14/01/2020 16:00:00,72.13,14/01/2020 16:00:00,71.39,14/01/2020 16:00:00,72
15/01/2020 16:00:00,71.96,15/01/2020 16:00:00,72.04,15/01/2020 16:00:00,71.58,15/01/2020 16:00:00,71.65
16/01/2020 16:00:00,72.51,16/01/2020 16:00:00,72.54,16/01/2020 16:00:00,72,16/01/2020 16:00:00,72.27
17/01/2020 16:00:00,73.98,17/01/2020 16:00:00,74.03,17/01/2020 16:00:00,72.83,17/01/2020 16:00:00,73.13
21/01/2020 16:00:00,74.11,21/01/2020 16:00:00,74.49,21/01/2020 16:00:00,73.51,21/01/2020 16:00:00,73.95
22/01/2020 16:00:00,74.21,22/01/2020 16:00:00,75.03,22/01/2020 16:00:00,74.13,22/01/2020 16:00:00,74.49
23/01/2020 16:00:00,74.23,23/01/2020 16:00:00,74.68,23/01/2020 16:00:00,74.02,23/01/2020 16:00:00,74.38
24/01/2020 16:00:00,73.31,24/01/2020 16:00:00,74.71,24/01/2020 16:00:00,73.16,24/01/2020 16:00:00,74.64
27/01/2020 16:00:00,71.59,27/01/2020 16:00:00,71.83,27/01/2020 16:00:00,70.97,27/01/2020 16:00:00,71.58
